,carrera,curso,universidad,ciclo,texto_limpio,tokens
982,Ingeniería de Software,redes y comunicaciones,Universidad Nacional de Ingeniería (UNI),5,redes comunicaciones,"['redes', 'comunicaciones']"
983,Ingeniería de Software,taller de efectividad personal,Universidad Nacional de Ingeniería (UNI),5,taller efectividad personal,"['taller', 'efectividad', 'personal']"
984,Ingeniería de Software,diseno de base de datos,Universidad Nacional de Ingeniería (UNI),5,diseno base datos,"['diseno', 'base', 'datos']"
985,Ingeniería de Software,lenguajes de dominio especifico,Universidad Nacional de Ingeniería (UNI),6,lenguajes dominio especifico,"['lenguajes', 'dominio', 'especifico']"
986,Ingeniería de Software,sistemas de gestion de base de datos,Universidad Nacional de Ingeniería (UNI),6,sistemas gestion base datos,"['sistemas', 'gestion', 'base', 'datos']"
987,Ingeniería de Software,etica en la ingenieria de software,Universidad Nacional de Ingeniería (UNI),6,etica ingenieria software,"['etica', 'ingenieria', 'software']"
988,Ingeniería de Software,estadistica aplicada,Universidad Nacional de Ingeniería (UNI),6,estadistica aplicada,"['estadistica', 'aplicada']"
989,Ingeniería de Software,investigacion de operaciones,Universidad Nacional de Ingeniería (UNI),6,investigacion operaciones,"['investigacion', 'operaciones']"
990,Ingeniería de Software,diseno de software,Universidad Nacional de Ingeniería (UNI),6,diseno software,"['diseno', 'software']"
991,Ingeniería de Software,ingenieria de requerimientos,Universidad Nacional de Ingeniería (UNI),6,ingenieria requerimientos,"['ingenieria', 'requerimientos']"
992,Ingeniería de Software,gestion del mantenimiento configuracion y cambios del software,Universidad Nacional de Ingeniería (UNI),7,gestion mantenimiento configuracion cambios software,"['gestion', 'mantenimiento', 'configuracion', 'cambios', 'software']"
993,Ingeniería de Software,taller de ingenieria de software,Universidad Nacional de Ingeniería (UNI),7,taller ingenieria software,"['taller', 'ingenieria', 'software']"
994,Ingeniería de Software,construccion de software herramientas y tecnologias,Universidad Nacional de Ingeniería (UNI),7,construccion software herramientas tecnologias,"['construccion', 'software', 'herramientas', 'tecnologias']"
995,Ingeniería de Software,arquitectura de soluciones de software,Universidad Nacional de Ingeniería (UNI),7,arquitectura soluciones software,"['arquitectura', 'soluciones', 'software']"
996,Ingeniería de Software,verificacion y validacion del software,Universidad Nacional de Ingeniería (UNI),7,verificacion validacion software,"['verificacion', 'validacion', 'software']"
997,Ingeniería de Software,sistemas embebidos y en tiempo real,Universidad Nacional de Ingeniería (UNI),7,sistemas embebidos tiempo real,"['sistemas', 'embebidos', 'tiempo', 'real']"
998,Ingeniería de Software,aprendizaje automatico machine learning,Universidad Nacional de Ingeniería (UNI),8,aprendizaje automatico machine learning,"['aprendizaje', 'automatico', 'machine', 'learning']"
999,Ingeniería de Software,ingenieria economica para software,Universidad Nacional de Ingeniería (UNI),8,ingenieria economica software,"['ingenieria', 'economica', 'software']"
1000,Ingeniería de Software,aseguramiento de calidad del software,Universidad Nacional de Ingeniería (UNI),8,aseguramiento calidad software,"['aseguramiento', 'calidad', 'software']"
1001,Ingeniería de Software,procesos de ingenieria software,Universidad Nacional de Ingeniería (UNI),8,procesos ingenieria software,"['procesos', 'ingenieria', 'software']"
1002,Ingeniería de Software,administracion de empresas de software,Universidad Nacional de Ingeniería (UNI),8,administracion empresas software,"['administracion', 'empresas', 'software']"
1003,Ingeniería de Software,taller de efectividad profesional,Universidad Nacional de Ingeniería (UNI),8,taller efectividad profesional,"['taller', 'efectividad', 'profesional']"
1004,Ingeniería de Software,aprendizaje automatico machine learning,Universidad Nacional de Ingeniería (UNI),9,aprendizaje automatico machine learning,"['aprendizaje', 'automatico', 'machine', 'learning']"
1005,Ingeniería de Software,proyecto de tesis en ingenieria de software,Universidad Nacional de Ingeniería (UNI),9,proyecto tesis ingenieria software,"['proyecto', 'tesis', 'ingenieria', 'software']"
1006,Ingeniería de Software,taller de innovacion y tecnologias emergentes,Universidad Nacional de Ingeniería (UNI),9,taller innovacion tecnologias emergentes,"['taller', 'innovacion', 'tecnologias', 'emergentes']"
1007,Ingeniería de Software,seguridad en redes y desarrollo de software seguro,Universidad Nacional de Ingeniería (UNI),9,seguridad redes desarrollo software seguro,"['seguridad', 'redes', 'desarrollo', 'software', 'seguro']"
1008,Ingeniería de Software,metodologias agiles para proyectos de software,Universidad Nacional de Ingeniería (UNI),9,metodologias agiles proyectos software,"['metodologias', 'agiles', 'proyectos', 'software']"
1009,Ingeniería de Software,taller de ingenieria de software,Universidad Nacional de Ingeniería (UNI),9,taller ingenieria software,"['taller', 'ingenieria', 'software']"
1010,Ingeniería de Software,proyecto de tesis en ingenieria de software,Universidad Nacional de Ingeniería (UNI),10,proyecto tesis ingenieria software,"['proyecto', 'tesis', 'ingenieria', 'software']"
1011,Ingeniería de Software,topicos especiales en ingenieria de software,Universidad Nacional de Ingeniería (UNI),10,topicos especiales ingenieria software,"['topicos', 'especiales', 'ingenieria', 'software']"
1012,Ingeniería de Software,gestion de servicios del software,Universidad Nacional de Ingeniería (UNI),10,gestion servicios software,"['gestion', 'servicios', 'software']"
1013,Ingeniería de Software,gestion de proyectos de software,Universidad Nacional de Ingeniería (UNI),10,gestion proyectos software,"['gestion', 'proyectos', 'software']"
1014,Ingeniería de Software,taller de emprendimiento en base a soluciones de software,Universidad Nacional de Ingeniería (UNI),10,taller emprendimiento base soluciones software,"['taller', 'emprendimiento', 'base', 'soluciones', 'software']"
1015,Ingeniería de Software,sistemas de inteligencia de negocios,Universidad Nacional de Ingeniería (UNI),Electivo,sistemas inteligencia negocios,"['sistemas', 'inteligencia', 'negocios']"
1016,Ingeniería de Software,ingenieria de sistemas de servicios,Universidad Nacional de Ingeniería (UNI),Electivo,ingenieria sistemas servicios,"['ingenieria', 'sistemas', 'servicios']"
1017,Ingeniería de Software,calculo numerico,Universidad Nacional de Ingeniería (UNI),Electivo,calculo numerico,"['calculo', 'numerico']"
1018,Ingeniería de Software,transformacion digital,Universidad Nacional de Ingeniería (UNI),Electivo,transformacion digital,"['transformacion', 'digital']"
1019,Ingeniería de Software,computacion grafica,Universidad Nacional de Ingeniería (UNI),Electivo,computacion grafica,"['computacion', 'grafica']"
1020,Ingeniería de Software,cloud computing,Universidad Nacional de Ingeniería (UNI),Electivo,cloud computing,"['cloud', 'computing']"
1021,Ingeniería de Software,big data data science,Universidad Nacional de Ingeniería (UNI),Electivo,big data data science,"['big', 'data', 'data', 'science']"
1022,Ingeniería de Software,computacion paralela,Universidad Nacional de Ingeniería (UNI),Electivo,computacion paralela,"['computacion', 'paralela']"
1023,Ingeniería de Software,taller de design thinking,Universidad Nacional de Ingeniería (UNI),Electivo,taller design thinking,"['taller', 'design', 'thinking']"
1024,Ingeniería de Software,seguridad de la informacion,Universidad Nacional de Ingeniería (UNI),Electivo,seguridad informacion,"['seguridad', 'informacion']"
1025,Ingeniería de Software,marketing digital,Universidad Nacional de Ingeniería (UNI),Electivo,marketing digital,"['marketing', 'digital']"
1026,Ingeniería de Software,arquitectura empresarial,Universidad Nacional de Ingeniería (UNI),Electivo,arquitectura empresarial,"['arquitectura', 'empresarial']"
1027,Ingeniería de Software,principios de ux ui,Universidad Nacional de Ingeniería (UNI),Electivo,principios ux ui,"['principios', 'ux', 'ui']"
1028,Ingeniería de Software,desarrollo de aplicaciones moviles,Universidad Nacional de Ingeniería (UNI),Electivo,desarrollo aplicaciones moviles,"['desarrollo', 'aplicaciones', 'moviles']"
1029,Ingeniería de Software,desarrollo de aplicaciones web,Universidad Nacional de Ingeniería (UNI),Electivo,desarrollo aplicaciones web,"['desarrollo', 'aplicaciones', 'web']"
1030,Ingeniería de Software,internet de las cosas y nanocosas,Universidad Nacional de Ingeniería (UNI),Electivo,internet cosas nanocosas,"['internet', 'cosas', 'nanocosas']"
1031,Ingeniería de Software,desarrollo de videojuegos,Universidad Nacional de Ingeniería (UNI),Electivo,desarrollo videojuegos,"['desarrollo', 'videojuegos']"
1032,Ingeniería de Software,industria blockchain impresoras d smart cities,Universidad Nacional de Ingeniería (UNI),Electivo,industria blockchain impresoras d smart cities,"['industria', 'blockchain', 'impresoras', 'd', 'smart', 'cities']"
1033,Ingeniería de Software,ciberseguridad y hackeo etico,Universidad Nacional de Ingeniería (UNI),Electivo,ciberseguridad hackeo etico,"['ciberseguridad', 'hackeo', 'etico']"
1034,Ingeniería de Software,gestion de servicios ti,Universidad Nacional de Ingeniería (UNI),Electivo,gestion servicios,"['gestion', 'servicios']"
1035,Ingeniería de Software,modelo del proceso de desarrollo de sw,Universidad Nacional de Ingeniería (UNI),Electivo,modelo proceso desarrollo sw,"['modelo', 'proceso', 'desarrollo', 'sw']"
1036,Ingeniería de Software,desarrollo de aplicaciones biometricas,Universidad Nacional de Ingeniería (UNI),Electivo,desarrollo aplicaciones biometricas,"['desarrollo', 'aplicaciones', 'biometricas']"
1037,Ingeniería de Software,sistemas georeferenciales,Universidad Nacional de Ingeniería (UNI),Electivo,sistemas georeferenciales,"['sistemas', 'georeferenciales']"
1038,Ingeniería de Software,taller de desarrollo y operaciones continuas,Universidad Nacional de Ingeniería (UNI),Electivo,taller desarrollo operaciones continuas,"['taller', 'desarrollo', 'operaciones', 'continuas']"
1039,Ingeniería de Software,taller de desarrollo seguro,Universidad Nacional de Ingeniería (UNI),Electivo,taller desarrollo seguro,"['taller', 'desarrollo', 'seguro']"
1040,Ingeniería de Ciberseguridad,actividades extracurriculares,Universidad Nacional de Ingeniería (UNI),1,actividades extracurriculares,"['actividades', 'extracurriculares']"
1041,Ingeniería de Ciberseguridad,fisica,Universidad Nacional de Ingeniería (UNI),1,fisica,['fisica']
1042,Ingeniería de Ciberseguridad,introduccion a la computacion,Universidad Nacional de Ingeniería (UNI),1,introduccion computacion,"['introduccion', 'computacion']"
1043,Ingeniería de Ciberseguridad,calculo diferencial,Universidad Nacional de Ingeniería (UNI),1,calculo diferencial,"['calculo', 'diferencial']"
1044,Ingeniería de Ciberseguridad,algebra lineal,Universidad Nacional de Ingeniería (UNI),1,algebra lineal,"['algebra', 'lineal']"
1045,Ingeniería de Ciberseguridad,realidad nacional constitucion y derechos humanos,Universidad Nacional de Ingeniería (UNI),1,realidad nacional constitucion derechos humanos,"['realidad', 'nacional', 'constitucion', 'derechos', 'humanos']"
1046,Ingeniería de Ciberseguridad,fundamentos de programacion,Universidad Nacional de Ingeniería (UNI),1,fundamentos programacion,"['fundamentos', 'programacion']"
1047,Ingeniería de Ciberseguridad,redes de datos,Universidad Nacional de Ingeniería (UNI),2,redes datos,"['redes', 'datos']"
1048,Ingeniería de Ciberseguridad,calculo integral,Universidad Nacional de Ingeniería (UNI),2,calculo integral,"['calculo', 'integral']"
1049,Ingeniería de Ciberseguridad,algoritmos y estructuras de datos,Universidad Nacional de Ingeniería (UNI),2,algoritmos estructuras datos,"['algoritmos', 'estructuras', 'datos']"
1050,Ingeniería de Ciberseguridad,quimica,Universidad Nacional de Ingeniería (UNI),2,quimica,['quimica']
1051,Ingeniería de Ciberseguridad,redaccion y comunicacion,Universidad Nacional de Ingeniería (UNI),2,redaccion comunicacion,"['redaccion', 'comunicacion']"
1052,Ingeniería de Ciberseguridad,sistemas operativos,Universidad Nacional de Ingeniería (UNI),2,sistemas operativos,"['sistemas', 'operativos']"
1053,Ingeniería de Ciberseguridad,economia general,Universidad Nacional de Ingeniería (UNI),3,economia general,"['economia', 'general']"
1054,Ingeniería de Ciberseguridad,fundamentos de electricidad magnetismo y optica,Universidad Nacional de Ingeniería (UNI),3,fundamentos electricidad magnetismo optica,"['fundamentos', 'electricidad', 'magnetismo', 'optica']"
1055,Ingeniería de Ciberseguridad,ecuaciones diferenciales,Universidad Nacional de Ingeniería (UNI),3,ecuaciones diferenciales,"['ecuaciones', 'diferenciales']"
1056,Ingeniería de Ciberseguridad,probabilidades y estadistica,Universidad Nacional de Ingeniería (UNI),3,probabilidades estadistica,"['probabilidades', 'estadistica']"
1057,Ingeniería de Ciberseguridad,programacion orientada a objetos,Universidad Nacional de Ingeniería (UNI),3,programacion orientada objetos,"['programacion', 'orientada', 'objetos']"
1058,Ingeniería de Ciberseguridad,redes de datos,Universidad Nacional de Ingeniería (UNI),3,redes datos,"['redes', 'datos']"
1059,Ingeniería de Ciberseguridad,sistemas operativos,Universidad Nacional de Ingeniería (UNI),4,sistemas operativos,"['sistemas', 'operativos']"
1060,Ingeniería de Ciberseguridad,calculo vectorial,Universidad Nacional de Ingeniería (UNI),4,calculo vectorial,"['calculo', 'vectorial']"
1061,Ingeniería de Ciberseguridad,metodos numericos,Universidad Nacional de Ingeniería (UNI),4,metodos numericos,"['metodos', 'numericos']"
1062,Ingeniería de Ciberseguridad,circuitos electricos,Universidad Nacional de Ingeniería (UNI),4,circuitos electricos,"['circuitos', 'electricos']"
1063,Ingeniería de Ciberseguridad,analisis de senales y sistemas,Universidad Nacional de Ingeniería (UNI),4,analisis senales sistemas,"['analisis', 'senales', 'sistemas']"
1064,Ingeniería de Ciberseguridad,idioma extranjero o lengua nativa en el nivel intermedio,Universidad Nacional de Ingeniería (UNI),4,idioma extranjero lengua nativa nivel intermedio,"['idioma', 'extranjero', 'lengua', 'nativa', 'nivel', 'intermedio']"
1065,Ingeniería de Ciberseguridad,etica y filosofia politica,Universidad Nacional de Ingeniería (UNI),5,etica filosofia politica,"['etica', 'filosofia', 'politica']"
1066,Ingeniería de Ciberseguridad,algoritmos y estructura de datos,Universidad Nacional de Ingeniería (UNI),5,algoritmos estructura datos,"['algoritmos', 'estructura', 'datos']"
1067,Ingeniería de Ciberseguridad,procesos estocasticos y teoria de la informacion,Universidad Nacional de Ingeniería (UNI),5,procesos estocasticos teoria informacion,"['procesos', 'estocasticos', 'teoria', 'informacion']"
1068,Ingeniería de Ciberseguridad,fundamentos de microcontroladores y aplicaciones,Universidad Nacional de Ingeniería (UNI),5,fundamentos microcontroladores aplicaciones,"['fundamentos', 'microcontroladores', 'aplicaciones']"
1069,Ingeniería de Ciberseguridad,electromagnetismo,Universidad Nacional de Ingeniería (UNI),5,electromagnetismo,['electromagnetismo']
1070,Ingeniería de Ciberseguridad,fundamentos de ciberseguridad,Universidad Nacional de Ingeniería (UNI),5,fundamentos ciberseguridad,"['fundamentos', 'ciberseguridad']"
1071,Ingeniería de Ciberseguridad,seguridad de datos,Universidad Nacional de Ingeniería (UNI),6,seguridad datos,"['seguridad', 'datos']"
1072,Ingeniería de Ciberseguridad,ingenieria de software,Universidad Nacional de Ingeniería (UNI),6,ingenieria software,"['ingenieria', 'software']"
1073,Ingeniería de Ciberseguridad,base de datos,Universidad Nacional de Ingeniería (UNI),6,base datos,"['base', 'datos']"
1074,Ingeniería de Ciberseguridad,seguridad en redes industriales,Universidad Nacional de Ingeniería (UNI),6,seguridad redes industriales,"['seguridad', 'redes', 'industriales']"
1075,Ingeniería de Ciberseguridad,pentesting en infraestructura de red,Universidad Nacional de Ingeniería (UNI),6,pentesting infraestructura red,"['pentesting', 'infraestructura', 'red']"
1076,Ingeniería de Ciberseguridad,inteligencia artificial,Universidad Nacional de Ingeniería (UNI),6,inteligencia artificial,"['inteligencia', 'artificial']"
1077,Ingeniería de Ciberseguridad,pentesting en aplicaciones web,Universidad Nacional de Ingeniería (UNI),7,pentesting aplicaciones web,"['pentesting', 'aplicaciones', 'web']"
1078,Ingeniería de Ciberseguridad,inteligencia artificial,Universidad Nacional de Ingeniería (UNI),7,inteligencia artificial,"['inteligencia', 'artificial']"
1079,Ingeniería de Ciberseguridad,ingenieria social,Universidad Nacional de Ingeniería (UNI),7,ingenieria social,"['ingenieria', 'social']"
1080,Ingeniería de Ciberseguridad,seguridad en redes industriales,Universidad Nacional de Ingeniería (UNI),7,seguridad redes industriales,"['seguridad', 'redes', 'industriales']"
1081,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),7,electivo,['electivo']
1082,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),7,electivo,['electivo']
1083,Ingeniería de Ciberseguridad,seguridad organizacional,Universidad Nacional de Ingeniería (UNI),8,seguridad organizacional,"['seguridad', 'organizacional']"
1084,Ingeniería de Ciberseguridad,gestion de centro de operaciones de seguridad,Universidad Nacional de Ingeniería (UNI),8,gestion centro operaciones seguridad,"['gestion', 'centro', 'operaciones', 'seguridad']"
1085,Ingeniería de Ciberseguridad,seguridad en redes moviles,Universidad Nacional de Ingeniería (UNI),8,seguridad redes moviles,"['seguridad', 'redes', 'moviles']"
1086,Ingeniería de Ciberseguridad,seguridad de software,Universidad Nacional de Ingeniería (UNI),8,seguridad software,"['seguridad', 'software']"
1087,Ingeniería de Ciberseguridad,base de datos,Universidad Nacional de Ingeniería (UNI),8,base datos,"['base', 'datos']"
1088,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),8,electivo,['electivo']
1089,Ingeniería de Ciberseguridad,auditoria de ciberseguridad,Universidad Nacional de Ingeniería (UNI),9,auditoria ciberseguridad,"['auditoria', 'ciberseguridad']"
1090,Ingeniería de Ciberseguridad,gestion de proyectos de ciberseguridad,Universidad Nacional de Ingeniería (UNI),9,gestion proyectos ciberseguridad,"['gestion', 'proyectos', 'ciberseguridad']"
1091,Ingeniería de Ciberseguridad,taller de proyecto de investigacion,Universidad Nacional de Ingeniería (UNI),9,taller proyecto investigacion,"['taller', 'proyecto', 'investigacion']"
1092,Ingeniería de Ciberseguridad,legislacion en ciberseguridad,Universidad Nacional de Ingeniería (UNI),9,legislacion ciberseguridad,"['legislacion', 'ciberseguridad']"
1093,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),9,electivo,['electivo']
1094,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),9,electivo,['electivo']
1095,Ingeniería de Ciberseguridad,informatica forense,Universidad Nacional de Ingeniería (UNI),10,informatica forense,"['informatica', 'forense']"
1096,Ingeniería de Ciberseguridad,taller de investigacion,Universidad Nacional de Ingeniería (UNI),10,taller investigacion,"['taller', 'investigacion']"
1097,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),10,electivo,['electivo']
1098,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),10,electivo,['electivo']
1099,Ingeniería de Ciberseguridad,electivo,Universidad Nacional de Ingeniería (UNI),10,electivo,['electivo']
1100,Ingeniería de Ciberseguridad,algoritmos geneticos en sistemas de seguridad,Universidad Nacional de Ingeniería (UNI),Electivo,algoritmos geneticos sistemas seguridad,"['algoritmos', 'geneticos', 'sistemas', 'seguridad']"
1101,Ingeniería de Ciberseguridad,validacion parametrica,Universidad Nacional de Ingeniería (UNI),Electivo,validacion parametrica,"['validacion', 'parametrica']"
1102,Ingeniería de Ciberseguridad,interfaz humanomaquina en ciberseguridad,Universidad Nacional de Ingeniería (UNI),Electivo,interfaz humanomaquina ciberseguridad,"['interfaz', 'humanomaquina', 'ciberseguridad']"
1103,Ingeniería de Ciberseguridad,ciberseguridad biometrica,Universidad Nacional de Ingeniería (UNI),Electivo,ciberseguridad biometrica,"['ciberseguridad', 'biometrica']"
1104,Ingeniería de Ciberseguridad,aplicaciones de criptografia cuantica,Universidad Nacional de Ingeniería (UNI),Electivo,aplicaciones criptografia cuantica,"['aplicaciones', 'criptografia', 'cuantica']"
1105,Ingeniería de Ciberseguridad,sistemas de seguridad reactivos y deliberativos,Universidad Nacional de Ingeniería (UNI),Electivo,sistemas seguridad reactivos deliberativos,"['sistemas', 'seguridad', 'reactivos', 'deliberativos']"
1106,Ingeniería de Ciberseguridad,radio definida por software,Universidad Nacional de Ingeniería (UNI),Electivo,radio definida software,"['radio', 'definida', 'software']"
1107,Ingeniería de Ciberseguridad,innovacion y empredimiento tecnologico,Universidad Nacional de Ingeniería (UNI),Electivo,innovacion empredimiento tecnologico,"['innovacion', 'empredimiento', 'tecnologico']"
1108,Ingeniería de Ciberseguridad,guerra electronica,Universidad Nacional de Ingeniería (UNI),Electivo,guerra electronica,"['guerra', 'electronica']"
1109,Ingeniería de Ciberseguridad,seguridad en plataformas de cloud computing,Universidad Nacional de Ingeniería (UNI),Electivo,seguridad plataformas cloud computing,"['seguridad', 'plataformas', 'cloud', 'computing']"
1110,Ingeniería de Ciberseguridad,vision computacional,Universidad Nacional de Ingeniería (UNI),Electivo,vision computacional,"['vision', 'computacional']"
1111,Ingeniería de Ciberseguridad,calidad de software,Universidad Nacional de Ingeniería (UNI),Electivo,calidad software,"['calidad', 'software']"
1112,Ingeniería de Ciberseguridad,desarrollo de aplicaciones web,Universidad Nacional de Ingeniería (UNI),Electivo,desarrollo aplicaciones web,"['desarrollo', 'aplicaciones', 'web']"
1113,Ingeniería de Ciberseguridad,internet de las cosas,Universidad Nacional de Ingeniería (UNI),Electivo,internet cosas,"['internet', 'cosas']"
1114,Ingeniería de Ciberseguridad,calidad de hardware,Universidad Nacional de Ingeniería (UNI),Electivo,calidad hardware,"['calidad', 'hardware']"
1115,Administración y Ciencia de Datos para Negocio,aprendizaje estrategico y liderazgo,Universidad Tecnológica del Perú (UTP),1,aprendizaje estrategico liderazgo,"['aprendizaje', 'estrategico', 'liderazgo']"
1116,Administración y Ciencia de Datos para Negocio,critica y comunicacion,Universidad Tecnológica del Perú (UTP),1,critica comunicacion,"['critica', 'comunicacion']"
1117,Administración y Ciencia de Datos para Negocio,fundamentos para el calculo,Universidad Tecnológica del Perú (UTP),1,fundamentos calculo,"['fundamentos', 'calculo']"
1118,Administración y Ciencia de Datos para Negocio,pensamiento critico aplicado,Universidad Tecnológica del Perú (UTP),1,pensamiento critico aplicado,"['pensamiento', 'critico', 'aplicado']"
1119,Administración y Ciencia de Datos para Negocio,sistemas y sociedad,Universidad Tecnológica del Perú (UTP),1,sistemas sociedad,"['sistemas', 'sociedad']"
1120,Administración y Ciencia de Datos para Negocio,fundamentos de administracion y ciencia de datos,Universidad Tecnológica del Perú (UTP),1,fundamentos administracion ciencia datos,"['fundamentos', 'administracion', 'ciencia', 'datos']"
1121,Administración y Ciencia de Datos para Negocio,calculo,Universidad Tecnológica del Perú (UTP),2,calculo,['calculo']
1122,Administración y Ciencia de Datos para Negocio,gestion del capital humano global,Universidad Tecnológica del Perú (UTP),2,gestion capital humano global,"['gestion', 'capital', 'humano', 'global']"
1123,Administración y Ciencia de Datos para Negocio,informatica para ciencia de datos,Universidad Tecnológica del Perú (UTP),2,informatica ciencia datos,"['informatica', 'ciencia', 'datos']"
1124,Administración y Ciencia de Datos para Negocio,macroeconomia,Universidad Tecnológica del Perú (UTP),2,macroeconomia,['macroeconomia']
1125,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),2,electivo,['electivo']
1126,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),2,electivo,['electivo']
1127,Administración y Ciencia de Datos para Negocio,estadistica aplicada,Universidad Tecnológica del Perú (UTP),3,estadistica aplicada,"['estadistica', 'aplicada']"
1128,Administración y Ciencia de Datos para Negocio,fundamentos de la investigacion academica,Universidad Tecnológica del Perú (UTP),3,fundamentos investigacion academica,"['fundamentos', 'investigacion', 'academica']"
1129,Administración y Ciencia de Datos para Negocio,marketing,Universidad Tecnológica del Perú (UTP),3,marketing,['marketing']
1130,Administración y Ciencia de Datos para Negocio,matematica financiera,Universidad Tecnológica del Perú (UTP),3,matematica financiera,"['matematica', 'financiera']"
1131,Administración y Ciencia de Datos para Negocio,programacion para analisis y gestion de datos,Universidad Tecnológica del Perú (UTP),3,programacion analisis gestion datos,"['programacion', 'analisis', 'gestion', 'datos']"
1132,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),3,electivo,['electivo']
1133,Administración y Ciencia de Datos para Negocio,estadistica aplicada,Universidad Tecnológica del Perú (UTP),4,estadistica aplicada,"['estadistica', 'aplicada']"
1134,Administración y Ciencia de Datos para Negocio,derecho empresarial y financiero,Universidad Tecnológica del Perú (UTP),4,derecho empresarial financiero,"['derecho', 'empresarial', 'financiero']"
1135,Administración y Ciencia de Datos para Negocio,introduccion a la contabilidad financiera,Universidad Tecnológica del Perú (UTP),4,introduccion contabilidad financiera,"['introduccion', 'contabilidad', 'financiera']"
1136,Administración y Ciencia de Datos para Negocio,programacion para analisis y gestion de datos,Universidad Tecnológica del Perú (UTP),4,programacion analisis gestion datos,"['programacion', 'analisis', 'gestion', 'datos']"
1137,Administración y Ciencia de Datos para Negocio,teoria microeconomica,Universidad Tecnológica del Perú (UTP),4,teoria microeconomica,"['teoria', 'microeconomica']"
1138,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),4,electivo,['electivo']
1139,Administración y Ciencia de Datos para Negocio,metodos cuantitativos para administracion,Universidad Tecnológica del Perú (UTP),5,metodos cuantitativos administracion,"['metodos', 'cuantitativos', 'administracion']"
1140,Administración y Ciencia de Datos para Negocio,base de datos para analitica,Universidad Tecnológica del Perú (UTP),5,base datos analitica,"['base', 'datos', 'analitica']"
1141,Administración y Ciencia de Datos para Negocio,diseno organizacional y procesos,Universidad Tecnológica del Perú (UTP),5,diseno organizacional procesos,"['diseno', 'organizacional', 'procesos']"
1142,Administración y Ciencia de Datos para Negocio,introduccion a la contabilidad gerencial,Universidad Tecnológica del Perú (UTP),5,introduccion contabilidad gerencial,"['introduccion', 'contabilidad', 'gerencial']"
1143,Administración y Ciencia de Datos para Negocio,produccion y analisis exploratorio de datos,Universidad Tecnológica del Perú (UTP),5,produccion analisis exploratorio datos,"['produccion', 'analisis', 'exploratorio', 'datos']"
1144,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),5,electivo,['electivo']
1145,Administración y Ciencia de Datos para Negocio,administracion de operaciones,Universidad Tecnológica del Perú (UTP),6,administracion operaciones,"['administracion', 'operaciones']"
1146,Administración y Ciencia de Datos para Negocio,alfabetizacion de datos,Universidad Tecnológica del Perú (UTP),6,alfabetizacion datos,"['alfabetizacion', 'datos']"
1147,Administración y Ciencia de Datos para Negocio,big data en los negocios,Universidad Tecnológica del Perú (UTP),6,big data negocios,"['big', 'data', 'negocios']"
1148,Administración y Ciencia de Datos para Negocio,finanzas corporativas,Universidad Tecnológica del Perú (UTP),6,finanzas corporativas,"['finanzas', 'corporativas']"
1149,Administración y Ciencia de Datos para Negocio,herramientas para la ciencia de datos,Universidad Tecnológica del Perú (UTP),6,herramientas ciencia datos,"['herramientas', 'ciencia', 'datos']"
1150,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),6,electivo,['electivo']
1151,Administración y Ciencia de Datos para Negocio,administracion de la cadena de suministros,Universidad Tecnológica del Perú (UTP),7,administracion cadena suministros,"['administracion', 'cadena', 'suministros']"
1152,Administración y Ciencia de Datos para Negocio,business analytics para la gestion,Universidad Tecnológica del Perú (UTP),7,business analytics gestion,"['business', 'analytics', 'gestion']"
1153,Administración y Ciencia de Datos para Negocio,business intelligence,Universidad Tecnológica del Perú (UTP),7,business intelligence,"['business', 'intelligence']"
1154,Administración y Ciencia de Datos para Negocio,evaluacion de proyectos,Universidad Tecnológica del Perú (UTP),7,evaluacion proyectos,"['evaluacion', 'proyectos']"
1155,Administración y Ciencia de Datos para Negocio,inteligencia artificial para negocios,Universidad Tecnológica del Perú (UTP),7,inteligencia artificial negocios,"['inteligencia', 'artificial', 'negocios']"
1156,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),7,electivo,['electivo']
1157,Administración y Ciencia de Datos para Negocio,cultura data driven,Universidad Tecnológica del Perú (UTP),8,cultura data driven,"['cultura', 'data', 'driven']"
1158,Administración y Ciencia de Datos para Negocio,gestion de proyectos de ciencia de datos,Universidad Tecnológica del Perú (UTP),8,gestion proyectos ciencia datos,"['gestion', 'proyectos', 'ciencia', 'datos']"
